title,nonnegative,negative
weibo_articles,0.9005735690960877,0.0994264309039123
./zhuanlan/佛系游戏——旅行青蛙中文全攻略！,0.9837962132284284,0.016203786771571613
./zhuanlan/旅行青蛙的世界,0.4914535354659947,0.5085464645340053
./zhuanlan/为什么喜欢旅行青蛙—比起更好的自己，我宁愿做最爽的自己,0.799534779213833,0.20046522078616696
./zhuanlan/一大波呱娃子表情包 被戏精们玩坏的《旅行青蛙》,0.5926330304225949,0.40736696957740515
./zhuanlan/我的旅行青蛙,0.918966397388613,0.08103360261138708
./zhuanlan/《旅行青蛙》妈的一个字都看不懂，还要陪网络假嗨,0.2689815771203691,0.7310184228796309
./zhuanlan/中红旅|从《旅行青蛙》等爆款游戏的策划逻辑分析旅游景区社交升级和商业转化,0.9997734552289609,0.00022654477103915192
./zhuanlan/王思聪：要娶就娶《旅行青蛙》玩家,0.6858065345927589,0.3141934654072412
./zhuanlan/“旅行青蛙”让你知道最爱你的人是谁,0.9315900592450197,0.06840994075498034
./zhuanlan/佛系玩家的最爱，手机云养蛙！《旅行青蛙》参上！,0.9887047108978476,0.011295289102152425
./zhuanlan/《旅行青蛙》大家来看我装逼啊～最贵的东西都在了,0.07894421878870528,0.9210557812112947
./zhuanlan/《旅行青蛙》，你的蛙蛙是去旅行吗？,0.7108250758583616,0.2891749241416383
./zhuanlan/昨天，因为这篇EXCEL教程，我卸载了旅行青蛙。,0.33977382091242714,0.6602261790875729
./zhuanlan/《旅行青蛙》（旅かえる）翻译,0.9774406792672945,0.022559320732705553
./zhuanlan/旅游青蛙刷屏，杜蕾斯这个蹭热点的老司机，自然不会错过,0.9958814445400724,0.004118555459927596
./zhuanlan/从二次元圈到大叔圈，旅行青蛙是如何实现跨圈层刷屏的？,0.6691342127444779,0.330865787255522
./zhuanlan/「旅行青蛙」朋友圈爆火——揭秘瓜蛙子,0.9954220558426554,0.004577944157344578
./zhuanlan/【旅行青蛙】这只青蛙刷爆了朋友圈，背后的真相却是让人泪崩……,0.5299925323826473,0.47000746761735274
./zhuanlan/旅行青蛙（旅かえる ）论养蛙人的专业素养,0.9998330702303428,0.00016692976965720615
./zhuanlan/旅行青蛙--惊天大bug,0.205056179688604,0.794943820311396
./zhuanlan/写在发布《旅行青蛙的真相》之后,0.9331882243046357,0.06681177569536435
./zhuanlan/旅行青蛙：我的蛙蛙竟然和小蝴蝶睡觉觉了,0.48697316165363635,0.5130268383463636
./zhuanlan/旅行青蛙,0.8024381792270342,0.19756182077296583
./zhuanlan/最近大热的旅行青蛙——一只青蛙所映射出的育儿经~,0.44847711017481284,0.5515228898251872
./zhuanlan/超准！玩《旅行青蛙》还能看出你2018年财运指数,0.9998790846985194,0.00012091530148056952
./zhuanlan/玩了这么久的《旅行青蛙》？他的老家在哪儿？,0.8684617784277122,0.13153822157228773
./zhuanlan/“旅行青蛙消防隐患图”走红 消防人员披露创作过程,0.005285721801306376,0.9947142781986936
./zhuanlan/呱行千里母担忧，“旅行青蛙”凭什么牵动我们的心？,0.6786320814252826,0.32136791857471736
./zhuanlan/旅行青蛙｜你蛙不在家的日子，究竟去哪儿了？,0.9987486215116277,0.001251378488372363
./zhuanlan/旅行青蛙丨蛙（娃）行千里，母忧万里,0.501187352995845,0.49881264700415495
./zhuanlan/最近大火的旅行青蛙，你可知道呱儿子都去了日本哪些地方游玩？,0.9998204343989532,0.00017956560104680208
./zhuanlan/《旅行青蛙》| 等待和希望,0.13457704576165086,0.8654229542383491
./zhuanlan/我用吉他把旅行青蛙的BGM弹出来啦~,0.8161596873089174,0.18384031269108253
./zhuanlan/跟着一只青蛙去旅行,0.9994801526503097,0.0005198473496903416
./zhuanlan/从跳一跳到旅行青蛙，我们是有多无聊？,0.3440242972522789,0.6559757027477211
./zhuanlan/《旅行青蛙》之旅行日记,0.5782976983545736,0.4217023016454265
"./zhuanlan/火爆中美""旅かえる""（旅行青蛙）的佛系留学生活",0.7737840508504948,0.22621594914950516
./zhuanlan/旅行青蛙：我和蛙儿子的关系，是我见过最好的亲密关系！,0.9460156490228037,0.05398435097719638
./zhuanlan/旅行青蛙眼中的世界，是什么样的？,0.9994655399193076,0.0005344600806923229
./zhuanlan/【干货】《旅かえる》(旅行青蛙)不佛性的玩法讲解,0.8204540345640916,0.17954596543590845
./zhuanlan/妖App|无聊日本手游《旅行青蛙》登顶中国下载榜首背后：国人不敢奢望的佛系情感需求,0.9150283814196252,0.08497161858037484
./zhuanlan/《旅行青蛙》里面隐藏的摄影秘诀,0.9946969741313266,0.005303025868673377
./zhuanlan/呱儿子你又带回来啥好吃的？——（旅かえる）旅行青蛙中的日本特产·中,0.9471999941440256,0.05280000585597448
./zhuanlan/旅行青蛙：青蛙儿子教给你的三个变美习惯,0.668229402861221,0.331770597138779
./zhuanlan/旅行青蛙-蛙哈哈-第二日,0.9815868943213067,0.01841310567869323
"./zhuanlan/旅行青蛙火了,杜蕾斯赢了!",0.9993597388155117,0.0006402611844883412
./zhuanlan/【原版扒谱】《旅行青蛙》BGM钢琴谱,0.7897237864466236,0.21027621355337647
./zhuanlan/新晋网红“旅行青蛙”带你去看日本独特的清洁博物馆,0.9996540251297045,0.00034597487029552416
./zhuanlan/等蛙回家之《旅行青蛙》中日翻译&景点介绍,0.8482811780422723,0.15171882195772773
./zhuanlan/【不断更新中】我与青蛙ココロ（《旅行青蛙》游戏记录，带翻译）,0.9320355150102321,0.06796448498976788
./zhuanlan/为什么旅行青蛙会在中国火爆？,0.8977427454712701,0.10225725452872993
./zhuanlan/回家除了玩旅行青蛙，想提高自己的情商，应该读什么书？,0.9656169781214808,0.03438302187851918
./zhuanlan/旅行青蛙的真相！看到最后的人都惊了,0.991843413248422,0.008156586751578035
./zhuanlan/旅行青蛙有哪些心理学上的启示？,0.9985153219195608,0.0014846780804392181
./zhuanlan/旅行青蛙是在侮辱人的智商吗,0.04453250911834228,0.9554674908816577
./zhuanlan/旅行青蛙：尽管我无法控制蛙儿子的行动,0.6983839786095444,0.3016160213904556
./zhuanlan/你的呱儿子在《旅行青蛙》里去的景点，原来都大有来头！,0.9999989170311018,1.0829688981863105e-06
./zhuanlan/旅行青蛙，你有了吗？,0.9685073777059304,0.031492622294069614
./zhuanlan/旅行青蛙的提示,0.9837179579720875,0.01628204202791252
./zhuanlan/《旅行青蛙》是不是生活中的你？,0.845899528734579,0.15410047126542106
./zhuanlan/旅行青蛙：日本人的生育小软件为什么会在中国大火？,0.9889272779907589,0.011072722009241191
./zhuanlan/旅行青蛙里的小秘密~,0.6982907685189627,0.30170923148103734
./zhuanlan/旅行青蛙-蛙哈哈-初始日,0.4015613963518312,0.5984386036481688
./zhuanlan/《旅行青蛙》其实是个心理测试？！,0.9689242523853582,0.03107574761464182
./zhuanlan/旅行青蛙在北欧，“我一个人吃饭、旅行、到处走走停停”,0.9878813509288834,0.012118649071116552
./zhuanlan/《旅行青蛙》の启示：物业人，如何做一个智慧爆棚的“老母亲”,0.017853838653190235,0.9821461613468098
./zhuanlan/旅行青蛙：沉迷吸蛙让你提前30年体验当老母亲的心境,0.7640979686446477,0.23590203135535223
./zhuanlan/为什么四个貌美“野男人”整不过一只不回家的小青蛙？,0.9970919576551459,0.002908042344854119
./zhuanlan/“旅行青蛙消防隐患图”网上走红 消防人员披露创作过程,0.005548359500073041,0.994451640499927
./zhuanlan/《旅行青蛙》：养蛙方知父母心，留守的爸妈谁来疼？,0.9993101330886912,0.0006898669113088133
"./zhuanlan/""旅行青蛙""版""跳一跳""？看热点催生下的国产""创新力""",0.9699466246151407,0.0300533753848593
./zhuanlan/旅行青蛙超级简单攻略,0.8961094478728611,0.10389055212713894
./zhuanlan/旅行青蛙以光速刷屏，戏精为何抛弃老公开始养娃？,0.8832749278731855,0.11672507212681443
./zhuanlan/你家蛙崽子是男孩还是女孩？——游戏（旅行青蛙）,0.9989035829834163,0.0010964170165836903
./zhuanlan/《旅行青蛙》：温暖又伤感的代际寓言,0.9987783704331997,0.001221629566800222
./zhuanlan/《旅行青蛙》我的崽回来了吗~,0.6564753845688003,0.3435246154311997
./zhuanlan/盘点APP推广如何花式蹭“蛙”热|App Growing观察,0.7467763364039359,0.2532236635960641
./zhuanlan/你们的蛙都在我这...,0.9067640619813879,0.09323593801861209
./zhuanlan/最近火爆的旅行青蛙“蛙儿子”出走之后给我带回了这份惊喜! 喝墨水,0.9182005629681088,0.08179943703189121
./zhuanlan/请放过那只《旅行青蛙》，他只想祭奠下“独立青年”,0.903498150284267,0.09650184971573295
./zhuanlan/你的青蛙儿子回家了吗？旅行青蛙与佛系理财之道,0.9999600391412371,3.996085876295267e-05
./zhuanlan/旅行青蛙中的暴利变现机会，有人几天获利4万多！,0.9608601975821814,0.03913980241781858
